Chroma,Tempo,Spectral_Centroid,Zero_Crossing_Rate,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Rhythmic_Regularity,Label,Cluster,Predicted_Label,PCA1,PCA2
0.19309089,135.99917763,754.4379723986023,0.0444328378966718,-403.69092,163.88794,42.403137,11.1887245,7.168746,-1.3457296,-13.490255,-18.829643,-13.286389,-5.4366293,1.2229857,7.4550977,8.486434,0.0053415626312027,classical,2,classical,3.2325414475395022,1.3922895346808637
0.20479448,129.19921875,595.0520740796651,0.0424392747436145,-396.50287,213.55324,28.282196,-12.137909,9.414215,-5.326946,-20.565393,-17.678328,-16.106182,-14.675182,-9.658862,-5.158213,-2.1217792,0.0035782333020529,classical,2,classical,5.363721985860602,-0.665327864793097
0.25266996,99.38401442,810.193530102206,0.0396369485294117,-297.10608,177.40216,1.4152033,26.162601,-0.16173494,0.049187485,-1.6303071,-6.7619243,-4.2438455,-4.23167,-7.244947,-3.7851517,-1.1933625,0.0026726568415341,classical,2,classical,2.579911821459236,0.14675117933894594
0.2730267,151.99908088,1807.129183735067,0.0901676331511222,-296.7974,106.309975,-13.569246,37.93494,-0.17392129,10.796032,-1.3976598,6.526999,-4.3529153,-1.2177521,-0.22429886,5.485637,3.121937,0.0021263960881712,classical,1,disco,-0.18833137053887125,0.2714180548033806
0.24994875,123.046875,638.5233495839558,0.0444086505901702,-329.50446,228.59395,18.265734,-10.656871,7.299429,-5.523869,-9.450085,-6.0704126,-6.7704887,-5.4567137,-6.32131,-8.497224,-7.683822,0.0034135657413837,classical,2,classical,4.266990060015517,-0.04785373535385998
0.3328749,103.359375,1693.7132091277415,0.0857141453415247,-219.52586,126.79402,-24.527048,30.253553,-0.91912484,0.044397384,-5.811876,0.80574495,-5.7449636,-1.2712034,-5.9521327,1.497247,-0.2189478,0.0023556224626161,classical,1,disco,0.436427840247025,-0.6947271376099875
0.29102805,83.35433468,922.3570335257084,0.0367382510158668,-331.29794,165.32549,-3.3842819,26.135557,3.3713386,-0.5318794,-10.304285,-2.685786,-2.6062486,-8.605011,-10.826312,-10.108303,-8.49603,0.001742242102103,classical,2,classical,2.971627312676785,-0.8429609104633501
0.29401,56.17357337,554.3147929853843,0.0238056005708204,-508.31787,152.8558,52.809544,14.036998,10.788978,15.992683,13.963971,3.5043488,-6.5566072,-6.1441107,3.102479,12.979469,16.593002,0.0040606712840205,classical,0,techno,1.4270509099654285,3.9868272843623918
0.2610011,143.5546875,825.2787345097863,0.0417888629547213,-338.2478,168.1057,22.479477,23.482119,6.619753,-8.011676,-6.7073607,-3.3189394,-10.731708,-13.943375,-11.568424,-6.863368,-8.22479,0.0021092417075083,classical,2,classical,3.733960580786256,-0.6602040329319713
0.27783424,103.359375,585.1459575557885,0.0287511488970588,-374.83905,179.91241,50.354683,36.049583,20.363552,11.632363,5.807124,-0.91871405,-8.036066,-7.5894175,-12.428032,-8.1555195,1.8128103,0.002616280856828,classical,2,classical,2.987441138204696,1.7449481011889465
0.19950145,172.265625,554.8692974660413,0.0392953028250774,-376.7149,183.01764,44.316513,-1.3162309,6.932689,-4.326346,-19.986359,-18.749567,-12.6705,-8.21846,-5.9908724,-10.397296,-15.281117,0.0042767702995193,classical,2,classical,5.0794840648538075,-0.8470329832928672
0.20978107,123.046875,573.4691774385477,0.0408791934742647,-392.74185,194.93648,38.661602,1.8068799,7.841448,-4.8193693,-12.37025,-10.421722,-7.3304267,-6.7688146,-10.029512,-9.235778,-4.9579997,0.0050391346865992,classical,2,classical,4.423873367355795,0.23535919284235976
0.2540351,129.19921875,533.2776804878127,0.0297280893237229,-365.5528,207.9935,24.82032,4.8215923,9.593547,-0.81316656,0.7448383,-1.3634192,-5.9156365,-13.234693,-15.543998,-12.28404,-9.609199,0.002747302642163,classical,2,classical,4.446011408643249,0.007624392603569539
0.27195483,129.19921875,1599.4013648241728,0.0728578360826238,-223.93039,112.722946,-13.303569,21.541464,5.1631694,-3.2835298,-9.132893,0.7089561,-5.151876,-1.3959019,-12.848098,-7.5021043,-2.4464726,0.0018472301014575,classical,2,classical,1.5861883500880924,-1.1043840200721347
0.22944136,103.359375,543.4073662186624,0.0384207805243808,-352.2189,199.66257,34.324593,7.909014,7.8201704,3.0475533,0.2058971,-4.480444,-7.3012643,-8.976442,-7.8302603,-4.9056816,-3.843121,0.0032891402582779,classical,2,classical,3.6269105462758495,0.7380010202069909
0.24442205,287.109375,510.850250199401,0.0325769005176083,-428.21613,155.34676,51.993984,7.0705967,5.4557214,0.6902378,-6.475051,-6.31222,-5.436386,-7.906377,-10.300733,-9.189562,-6.9849086,0.0037651496880263,classical,2,classical,4.275937904052874,0.6456241236559302
0.25236058,95.703125,1505.3574604811247,0.0982227015661253,-268.21857,135.68166,-34.056377,25.616009,-12.971723,17.903263,-9.99086,5.634088,-14.143673,7.4931846,-3.9764395,8.258308,-1.3336012,0.0023694162186428,classical,1,disco,-0.3252073495933966,-1.9042619148580038
0.21497735,112.34714674,1361.006486221469,0.087765628021075,-324.09125,133.56267,-25.030157,24.55361,-11.939921,17.658503,-5.5186734,1.7168901,-10.575926,-0.8605745,-7.80522,3.5297625,5.0546646,0.0020865070965228,classical,2,classical,0.7151164415925607,-1.1554144315025547
0.2778935,99.38401442,1490.2748102133896,0.090045784391918,-235.30266,141.11952,-34.68189,30.97919,-16.402012,23.11808,-11.041572,7.6543603,-19.016834,4.226783,-11.8357525,8.917746,-1.4451483,0.0024176075385755,classical,1,disco,-0.3702865334864227,-2.6875806137277176
0.23422067,71.77734375,1526.6289318249862,0.1089463849816318,-326.89743,127.400604,-30.596176,37.471397,-5.2961755,20.813564,-1.7786855,-4.6154566,-4.040199,5.242275,-0.64244866,2.7945673,7.229206,0.0021541826492414,classical,1,disco,-0.16512185755179842,-0.04539344728163946
0.22151817,161.49902344,1705.7912691531124,0.1128571665941608,-259.95258,118.92713,-35.608337,31.969566,-16.524866,10.618957,-15.653264,7.425692,-5.82416,8.26638,-17.991137,-1.1879282,-6.356529,0.0020204819645786,classical,1,disco,0.21904861592196945,-3.198938997947792
0.2685064,143.5546875,1431.080146867151,0.0752100402407192,-264.33557,138.1797,-30.096487,37.83662,-7.1731234,6.7740803,-11.809729,4.7056303,-9.825994,5.859127,-9.563163,2.6768575,-4.788712,0.0025023376352418,classical,2,classical,0.479570919309473,-1.853555503849073
0.26142845,99.38401442,1372.6940993686428,0.0729011836571925,-295.8206,134.53781,-22.434929,40.75837,-5.8729753,9.266152,-11.873936,6.2878857,-8.864131,4.4022946,-9.374512,4.060037,1.6421571,0.0019290441270185,classical,2,classical,0.3443612319943744,-1.3594775147217872
0.2765987,215.33203125,1358.9954445281364,0.0731270090148878,-286.7648,135.92358,-24.43564,36.65812,-6.240166,6.963425,-8.172439,3.8363292,-4.407772,6.43176,-4.1324863,1.5559708,-4.3460455,0.0025664289683411,classical,2,classical,0.5731357810464907,-0.8102162834786105
0.25473848,135.99917763,1516.848913603582,0.0787779298385537,-292.093,127.76223,-29.910952,37.434177,-9.56995,5.109292,-13.825463,7.040886,-7.0332546,6.498645,-9.904662,4.711042,0.36506906,0.0021779711328606,classical,1,disco,0.24305108505501088,-1.7008065240647483
0.27055803,234.90767045,1216.3713864035042,0.0562467523443542,-356.10693,139.79785,-6.2831244,43.18759,-8.871487,11.056036,-8.395702,4.4202566,-8.280071,8.684677,-8.132967,3.4333065,-1.4450533,0.0019259329160771,classical,2,classical,0.8104435805603563,-0.8929374956850594
0.24494341,103.359375,1497.503638046726,0.0862173270736658,-315.01526,128.71162,-28.93394,30.832693,-8.987341,7.994575,-9.845814,1.4287152,-8.980798,6.0593615,-3.3081124,7.6189456,3.8063476,0.0025706053306926,classical,1,disco,0.14992978188535655,-0.993177695826145
0.24493825,151.99908088,950.1801498031008,0.0607572173482211,-385.35327,177.20355,-9.33685,24.37912,5.799284,-4.5660625,-6.359218,-6.949474,-4.122529,3.8736925,-0.33930957,-0.9373086,-3.6557696,0.0020493465195227,classical,2,classical,2.42493131035719,0.11074580179997467
0.23563844,95.703125,1180.5324896152028,0.0659625296065351,-362.7318,143.90761,-19.005598,30.651041,1.0206411,0.27225098,-7.991961,-3.8471584,-8.934133,3.276335,-4.4292364,3.6627495,4.925432,0.0019218480636456,classical,2,classical,1.4278103487598388,-0.393536175644069
0.23210803,129.19921875,1388.1392656380106,0.0808760664394818,-343.14352,140.10466,-20.91952,32.316124,-3.6832788,2.940859,-10.663066,0.31063074,-5.795961,7.683308,-3.6783319,2.5477433,-3.4992898,0.0027155081300858,classical,2,classical,0.8691220306478575,-0.9759883483564873
0.23404849,143.5546875,1279.515451953795,0.0684507625193348,-324.6393,147.81375,-31.926256,27.40502,-4.5023103,-4.1688004,-12.59746,-5.1306887,-7.7447653,0.8444132,-8.192252,-0.8276448,0.9923773,0.0024259561611837,classical,2,classical,1.9043072292534546,-1.2851648680965924
0.21663478,83.35433468,1371.4447396060193,0.0757187137470997,-449.5024,124.97929,-19.903538,27.45521,-5.7697797,2.2189133,-6.560758,10.581615,3.3420105,14.3803425,1.979647,5.249033,4.427051,0.0017681455837141,classical,2,classical,0.1085715697768278,0.2623290944984245
0.2193211,99.38401442,1054.7328868522366,0.0476574584300077,-482.57535,154.85045,-5.0330462,29.729904,-1.8655614,8.21654,-4.778444,9.63252,-3.3466737,4.530603,-10.102243,-0.6701807,-2.4489703,0.0022928359119716,classical,2,classical,1.6128650490788086,-0.4224218008123248
0.25638506,89.10290948,1358.602375942448,0.0810788561001546,-311.5614,148.68465,-33.492855,10.352457,-12.897486,1.2300146,-12.900196,0.8069202,-9.733505,2.0582037,-5.113307,6.7274017,4.6117973,0.0024276404045345,classical,2,classical,1.0121827904644327,-1.425061745964046
0.23902793,161.49902344,1157.8655406408502,0.0706663434116396,-405.63312,145.72554,-0.8494923,23.064943,9.217205,-2.6364684,-5.7427993,-2.0792975,-0.638366,6.745994,2.7888033,2.4446673,5.0832434,0.001979933785845,classical,2,classical,1.57164029517721,1.1751312465586978
0.28401977,184.5703125,1185.144479134992,0.0576288941656999,-475.8085,141.50447,-8.465948,34.003716,0.5104437,6.037262,0.0038526258,9.544266,2.1649942,7.102437,-8.052562,-0.115624756,0.76368,0.0019362761599192,classical,2,classical,1.0822205452490279,0.4967384073659406
0.26896352,143.5546875,1218.151449471981,0.0697996725154679,-300.90747,161.1279,-24.245857,27.956917,-2.8630507,2.3890126,-11.268325,0.22309761,-6.8389344,6.0936527,-8.139803,-1.8150443,-4.120981,0.0027137423344761,classical,2,classical,1.4097641046296316,-1.2187186036232764
0.26684955,135.99917763,1371.3948853640532,0.0795392407434261,-278.16513,147.88019,-31.550192,20.35175,-9.574066,-6.2306337,-13.595258,-0.6612344,-7.273572,1.0149182,-11.761826,-0.9655799,-2.2157323,0.0024650359769156,classical,2,classical,1.6415928720763322,-1.9669688094065576
0.27621743,107.66601562,1211.4313268289068,0.068440944025522,-278.80756,160.00061,-28.392517,23.027172,-2.7092493,3.0009243,-11.297818,-0.51610196,-11.366227,3.174696,-5.085273,4.348031,-4.0713315,0.0022125997573017,classical,2,classical,1.196556237753359,-1.4227074666359871
0.26729923,95.703125,983.9717194937224,0.0442168316173627,-406.84668,163.08134,-2.372812,32.416626,7.946261,9.632712,-5.45672,9.490358,-3.060804,10.187205,-10.35241,-5.4048333,-8.054707,0.0018279634781489,classical,2,classical,1.4843051933772538,-0.42668429604052044
0.25327945,151.99908088,1253.0323992049648,0.0716289334396751,-223.18733,163.25397,-34.412884,24.186995,-10.303666,3.2221324,-12.889323,0.80370426,-14.28119,1.6788578,-10.140899,0.23151678,-4.558466,0.0028491651254115,classical,2,classical,1.4203488296624531,-2.253103446362063
0.2973892,129.19921875,1184.2726167313847,0.0682921560808198,-221.30133,173.31781,-37.445778,24.35597,-8.682666,3.3846245,-12.844792,1.0788687,-15.323445,0.4238257,-9.6230135,2.288309,-4.490512,0.0023892048189664,classical,2,classical,1.3319874136965864,-2.239636687719468
0.2456861,161.49902344,1278.5184062359622,0.0817321635730858,-319.2353,143.68849,-31.174316,10.929482,-5.559396,-4.257987,-8.956228,-5.5805836,-8.02272,2.3428679,-4.4802847,-0.32078663,0.96291196,0.0026367229349992,classical,2,classical,1.8426024465609259,-0.9719341906705522
0.2406908,135.99917763,901.7378802312896,0.0534326209638437,-366.2604,181.60039,-5.51421,26.999447,-4.8282466,4.6016793,-10.550475,0.15556985,-11.136406,3.576607,-10.338357,-1.0807843,-4.597426,0.0017835397756587,classical,2,classical,2.260352982674368,-1.4296396952295074
0.26289216,161.49902344,1314.399292126819,0.0810950943783836,-228.95596,153.91904,-30.704666,20.802929,-6.099663,1.1756067,-10.78928,-3.866134,-11.594046,0.86720824,-8.299901,-0.7155663,-3.0778165,0.0022918143898183,classical,2,classical,1.5717945959894783,-1.7562425601682974
